scop_id,pdb_id,scop_class,hierarchy,superfamily
d3arct_,3arc,f,f.23.34.1,f.23.34
d2jj0l_,2jj0,f,f.26.1.1,f.26.1
d6k61f_,6k61,f,f.23.16.1,f.23.16
d3n43f1,3n43,f,f.10.1.0,f.10.1
d6rf1d_,6rf1,f,f.13.1.0,f.13.1
d5w61a_,5w61,f,f.1.4.1,f.1.4
d5klvc2,5klv,f,f.32.1.1,f.32.1
d3x2qn_,3x2q,f,f.24.1.1,f.24.1
d5agwa_,5agw,f,f.1.4.1,f.1.4
d2dysy_,2dys,f,f.23.6.1,f.23.6
d3qapa_,3qap,f,f.13.1.1,f.13.1
d3ag1c_,3ag1,f,f.25.1.1,f.25.1
d6jlpm_,6jlp,f,f.23.35.1,f.23.35
d7c9ra_,7c9r,f,f.3.1.0,f.3.1
d7nhoe_,7nho,f,f.23.38.1,f.23.38
d2einv_,2ein,f,f.23.3.1,f.23.3
d6adab_,6ada,f,f.20.1.1,f.20.1
d1p8ua_,1p8u,f,f.13.1.1,f.13.1
d3uspa1,3usp,f,f.54.1.1,f.54.1
d3fyea_,3fye,f,f.24.1.1,f.24.1
d4mmfb_,4mmf,f,f.54.1.1,f.54.1
d6pe4p1,6pe4,f,f.17.1.1,f.17.1
d5iy5b1,5iy5,f,f.17.2.1,f.17.2
d2m06a_,2m06,f,f.4.1.1,f.4.1
d3omnd1,3omn,f,f.17.2.1,f.17.2
d3gwwa_,3gww,f,f.54.1.1,f.54.1
d3a3yb1,3a3y,f,f.23.42.0,f.23.42
d3cxhi_,3cxh,f,f.23.14.1,f.23.14
d2zbga4,2zbg,f,f.33.1.1,f.33.1
d3asnw_,3asn,f,f.23.4.1,f.23.4
d3jtyd_,3jty,f,f.4.7.2,f.4.7
d1t5rc_,1t5r,f,f.6.1.1,f.6.1
d5xdqv_,5xdq,f,f.23.3.1,f.23.3
d4i0ub2,4i0u,f,f.17.3.1,f.17.3
d2uwwl_,2uww,f,f.26.1.1,f.26.1
d6et5s_,6et5,f,f.3.1.0,f.3.1
d5x1fv_,5x1f,f,f.23.3.1,f.23.3
d5dl5a1,5dl5,f,f.4.7.0,f.4.7
d1u7ca_,1u7c,f,f.44.1.1,f.44.1
d1by5a_,1by5,f,f.4.3.3,f.4.3
d1cwqb_,1cwq,f,f.13.1.1,f.13.1
d1mpra_,1mpr,f,f.4.3.2,f.4.3
d2bnsa_,2bns,f,f.26.1.1,f.26.1
d2wdqk_,2wdq,f,f.21.2.2,f.21.2
d1ppjg_,1ppj,f,f.23.13.1,f.23.13
d5nxuc_,5nxu,f,f.4.3.0,f.4.3
d3asok_,3aso,f,f.23.5.1,f.23.5
d1l0nc1,1l0n,f,f.32.1.1,f.32.1
d5h2fb_,5h2f,f,f.55.1.1,f.55.1
d1m56i_,1m56,f,f.25.1.1,f.25.1
d1lghg_,1lgh,f,f.3.1.1,f.3.1
d1ocoi_,1oco,f,f.23.3.1,f.23.3
d5dhha_,5dhh,f,f.13.1.0,f.13.1
d4kx6d_,4kx6,f,f.21.2.2,f.21.2
d5d57d_,5d57,f,f.62.1.1,f.62.1
d2fkwh_,2fkw,f,f.3.1.1,f.3.1
d6iv3e_,6iv3,f,f.67.1.1,f.67.1
d3anzw1,3anz,f,f.6.1.1,f.6.1
d4zbii1,4zbi,f,f.1.4.1,f.1.4
d2hn2b2,2hn2,f,f.17.3.1,f.17.3
d7ddql_,7ddq,f,f.26.1.1,f.26.1
d4p1xe_,4p1x,f,f.6.1.1,f.6.1
d6n28d_,6n28,f,f.67.1.1,f.67.1
d7d5wl_,7d5w,f,f.23.6.1,f.23.6
d3l70p1,3l70,f,f.21.1.2,f.21.1
d3rkok_,3rko,f,f.73.1.1,f.73.1
d4zbij1,4zbi,f,f.1.4.1,f.1.4
d5b6ya_,5b6y,f,f.13.1.1,f.13.1
d4p1yb1,4p1y,f,f.6.1.0,f.6.1
d6oqtn_,6oqt,f,f.17.1.1,f.17.1
d5gthi_,5gth,f,f.23.37.1,f.23.37
d6trc2_,6trc,f,f.29.1.1,f.29.1
d5zznz_,5zzn,f,f.17.5.1,f.17.5
d5buna_,5bun,f,f.5.1.1,f.5.1
d6uzv1_,6uzv,f,f.29.1.1,f.29.1
d4ov0a_,4ov0,f,f.13.1.1,f.13.1
d5zznc_,5zzn,f,f.55.1.1,f.55.1
d6qgka_,6qgk,f,f.1.4.1,f.1.4
d1v55c_,1v55,f,f.25.1.1,f.25.1
d6zoo2_,6zoo,f,f.43.1.0,f.43.1
d2h88q_,2h88,f,f.21.2.2,f.21.2
d3ag3q_,3ag3,f,f.23.1.1,f.23.1
d4xk8a_,4xk8,f,f.29.1.1,f.29.1
d4pj0d_,4pj0,f,f.26.1.1,f.26.1
d2eijb2,2eij,f,f.17.2.1,f.17.2
d6o0lc_,6o0l,f,f.1.4.1,f.1.4
d3i4dh1,3i4d,f,f.23.10.1,f.23.10
d5ws6t_,5ws6,f,f.23.34.1,f.23.34
d4pv1e_,4pv1,f,f.23.24.1,f.23.24
d7jgva_,7jgv,f,f.1.4.1,f.1.4
d3qaka1,3qak,f,f.13.1.4,f.13.1
d6ivmc_,6ivm,f,f.67.1.1,f.67.1
d3h1hp2,3h1h,f,f.32.1.0,f.32.1
d2a06r1,2a06,f,f.23.12.1,f.23.12
d6jo6z_,6jo6,f,f.43.1.0,f.43.1
d2jiym_,2jiy,f,f.26.1.1,f.26.1
d4mmba_,4mmb,f,f.54.1.1,f.54.1
d7coum_,7cou,f,f.23.35.1,f.23.35
d1ezvd2,1ezv,f,f.23.11.1,f.23.11
d6vwki_,6vwk,f,f.17.1.1,f.17.1
d2y69g_,2y69,f,f.23.2.1,f.23.2
d1l7vb_,1l7v,f,f.22.1.1,f.22.1
d1qovm_,1qov,f,f.26.1.1,f.26.1
d1ocoj_,1oco,f,f.23.4.1,f.23.4
d2occq_,2occ,f,f.23.1.1,f.23.1
d6ivke_,6ivk,f,f.67.1.1,f.67.1
d5ws5h_,5ws5,f,f.23.33.1,f.23.33
d6rd3e1,6rd3,f,f.4.3.1,f.4.3
d1f6gb_,1f6g,f,f.14.1.1,f.14.1
d5e9sc_,5e9s,f,f.49.1.1,f.49.1
d5b1bc_,5b1b,f,f.25.1.1,f.25.1
d3haob_,3hao,f,f.13.1.1,f.13.1
d6pe4p2,6pe4,f,f.17.1.0,f.17.1
d2pnoe1,2pno,f,f.56.1.1,f.56.1
d5gtib_,5gti,f,f.55.1.1,f.55.1
d3cx5c1,3cx5,f,f.32.1.0,f.32.1
d5mx2t_,5mx2,f,f.23.34.1,f.23.34
d3anzx1,3anz,f,f.6.1.1,f.6.1
d2c8ka1,2c8k,f,f.33.1.1,f.33.1
d1u2mc1,1u2m,f,f.48.1.1,f.48.1
d3bl2a_,3bl2,f,f.1.4.1,f.1.4
d5kafc_,5kaf,f,f.55.1.1,f.55.1
d6trdk_,6trd,f,f.30.1.0,f.30.1
d2eija_,2eij,f,f.24.1.1,f.24.1
d6z5rp_,6z5r,f,f.3.1.0,f.3.1
d5x1bp_,5x1b,f,f.25.1.1,f.25.1
d3ag4m_,3ag4,f,f.23.7.1,f.23.7
d2q7rd1,2q7r,f,f.56.1.1,f.56.1
d6t0bg_,6t0b,f,f.27.1.1,f.27.1
d4eneb_,4ene,f,f.20.1.1,f.20.1
d6rewd_,6rew,f,f.13.1.0,f.13.1
d6jy3m_,6jy3,f,f.23.7.1,f.23.7
d7cp5k_,7cp5,f,f.23.5.1,f.23.5
d6pe4i2,6pe4,f,f.17.1.0,f.17.1
d5lc5w_,5lc5,f,f.71.1.1,f.71.1
d6enea_,6ene,f,f.4.3.1,f.4.3
d4ub8m_,4ub8,f,f.23.35.1,f.23.35
d7cp5a_,7cp5,f,f.24.1.1,f.24.1
d1l9jt2,1l9j,f,f.23.10.1,f.23.10
d1ppjf_,1ppj,f,f.27.1.1,f.27.1
d6trcf_,6trc,f,f.23.16.1,f.23.16
d1q5ib_,1q5i,f,f.13.1.1,f.13.1
d6oqtp_,6oqt,f,f.17.1.1,f.17.1
d2axte1,2axt,f,f.23.38.1,f.23.38
d5w97a_,5w97,f,f.24.1.1,f.24.1
d6nmfv_,6nmf,f,f.23.3.1,f.23.3
d4dxwb1,4dxw,f,f.14.1.0,f.14.1
d4il6l_,4il6,f,f.23.31.1,f.23.31
d4c5db1,4c5d,f,f.1.4.1,f.1.4
d2eimi_,2eim,f,f.23.3.1,f.23.3
d3d9sd1,3d9s,f,f.19.1.0,f.19.1
d2qkga1,2qkg,f,f.1.3.0,f.1.3
d5b1bl_,5b1b,f,f.23.6.1,f.23.6
d2vt4d_,2vt4,f,f.13.1.3,f.13.1
d1oczc_,1ocz,f,f.25.1.1,f.25.1
d5b3sn1,5b3s,f,f.24.1.1,f.24.1
d8prna_,8prn,f,f.4.3.1,f.4.3
d6u4pf_,6u4p,f,f.6.1.1,f.6.1
d5c6na_,5c6n,f,f.61.1.1,f.61.1
d2dysz_,2dys,f,f.23.7.1,f.23.7
d6agoa_,6ago,f,f.54.1.0,f.54.1
d5g28a_,5g28,f,f.13.1.0,f.13.1
d1oczv_,1ocz,f,f.23.3.1,f.23.3
d7c9rt_,7c9r,f,f.3.1.0,f.3.1
d6pw0c_,6pw0,f,f.24.1.1,f.24.1
d2mprc_,2mpr,f,f.4.3.2,f.4.3
d7cjjh_,7cjj,f,f.23.33.1,f.23.33
d5kafb_,5kaf,f,f.55.1.1,f.55.1
d5jhmb1,5jhm,f,f.10.1.0,f.10.1
d2iubh2,2iub,f,f.17.3.1,f.17.3
d4k34a1,4k34,f,f.5.1.0,f.5.1
d5onub1,5onu,f,f.4.3.0,f.4.3
d4ky0a_,4ky0,f,f.49.1.1,f.49.1
d2iubi2,2iub,f,f.17.3.1,f.17.3
d5vk6c_,5vk6,f,f.14.1.1,f.14.1
d2zxwz_,2zxw,f,f.23.7.1,f.23.7
d2bccc3,2bcc,f,f.21.1.2,f.21.1
d6nhgj_,6nhg,f,f.23.14.1,f.23.14
d6et5u_,6et5,f,f.3.1.0,f.3.1
d6by3c1,6by3,f,f.14.1.1,f.14.1
d6nmfw_,6nmf,f,f.23.4.1,f.23.4
d3x2qg_,3x2q,f,f.23.2.1,f.23.2
d6qz8a1,6qz8,f,f.1.4.1,f.1.4
d5x1by_,5x1b,f,f.23.6.1,f.23.6
d6juwd_,6juw,f,f.23.1.1,f.23.1
d7dkzf_,7dkz,f,f.23.16.0,f.23.16
d3wgve_,3wgv,f,f.23.43.1,f.23.43
d4il6a_,4il6,f,f.26.1.1,f.26.1
d3asni_,3asn,f,f.23.3.1,f.23.3
d6zktg_,6zkt,f,f.71.1.1,f.71.1
d1eula5,1eul,f,f.33.1.1,f.33.1
d5z85t_,5z85,f,f.23.2.1,f.23.2
d3wmob_,3wmo,f,f.3.1.0,f.3.1
d4ms2a_,4ms2,f,f.14.1.2,f.14.1
d3wmo8_,3wmo,f,f.3.1.0,f.3.1
d1kpkf_,1kpk,f,f.20.1.1,f.20.1
d2a0lb1,2a0l,f,f.14.1.1,f.14.1
d6n24b_,6n24,f,f.67.1.1,f.67.1
d1v55y_,1v55,f,f.23.6.1,f.23.6
d5necb1,5nec,f,f.4.3.0,f.4.3
d5xdxj_,5xdx,f,f.23.4.1,f.23.4
d7c9rm_,7c9r,f,f.26.1.1,f.26.1
d2eaua1,2eau,f,f.33.1.1,f.33.1
d5jlea_,5jle,f,f.54.1.2,f.54.1
d6bw2c_,6bw2,f,f.1.4.1,f.1.4
d6yt4b_,6yt4,f,f.13.1.0,f.13.1
d1oczg_,1ocz,f,f.23.2.1,f.23.2
d5g2ca1,5g2c,f,f.13.1.0,f.13.1
d4pd4f_,4pd4,f,f.28.1.1,f.28.1
d7c52n_,7c52,f,f.3.1.0,f.3.1
d1pp9c1,1pp9,f,f.32.1.1,f.32.1
d6t0bc1,6t0b,f,f.21.1.2,f.21.1
d1ocrn_,1ocr,f,f.24.1.1,f.24.1
d6uvhd_,6uvh,f,f.1.4.1,f.1.4
d2vofc1,2vof,f,f.1.4.0,f.1.4
d5lt6b_,5lt6,f,f.54.1.2,f.54.1
d2bobc_,2bob,f,f.14.1.1,f.14.1
d3gh1b3,3gh1,f,f.68.2.1,f.68.2
d5mv2a1,5mv2,f,f.10.1.0,f.10.1
d5zcot_,5zco,f,f.23.2.1,f.23.2
d6uzvf_,6uzv,f,f.23.16.1,f.23.16
d5j4nb_,5j4n,f,f.54.1.2,f.54.1
d1ysna2,1ysn,f,f.1.4.1,f.1.4
d6u63d_,6u63,f,f.1.4.1,f.1.4
d3ag4g_,3ag4,f,f.23.2.1,f.23.2
d2q6ha2,2q6h,f,f.54.1.1,f.54.1
d5te3a_,5te3,f,f.13.1.2,f.13.1
d2mprb_,2mpr,f,f.4.3.2,f.4.3
d1ysth2,1yst,f,f.23.10.1,f.23.10
d6ivod_,6ivo,f,f.67.1.1,f.67.1
d2fbwc_,2fbw,f,f.21.2.2,f.21.2
d2eimo2,2eim,f,f.17.2.1,f.17.2
d3wmok_,3wmo,f,f.3.1.0,f.3.1
d5fvne_,5fvn,f,f.4.3.1,f.4.3
d2dysn_,2dys,f,f.24.1.1,f.24.1
d3a3ya1,3a3y,f,f.33.1.1,f.33.1
d6jyca_,6jyc,f,f.13.1.0,f.13.1
d7d1uf_,7d1u,f,f.23.38.1,f.23.38
d6w1db_,6w1d,f,f.71.1.1,f.71.1
d5xdqw_,5xdq,f,f.23.4.1,f.23.4
d6ivza1,6ivz,f,f.10.1.0,f.10.1
d1um3s_,1um3,f,f.23.25.1,f.23.25
d5d57b_,5d57,f,f.62.1.1,f.62.1
d4p1xf_,4p1x,f,f.6.1.0,f.6.1
d6jyfa_,6jyf,f,f.13.1.0,f.13.1
d2e74b1,2e74,f,f.32.1.1,f.32.1
d2nwlb_,2nwl,f,f.49.1.1,f.49.1
d5b3sw_,5b3s,f,f.23.4.1,f.23.4
d7dz84_,7dz8,f,f.43.1.0,f.43.1
d1pq0a_,1pq0,f,f.1.4.1,f.1.4
d2qk7a_,2qk7,f,f.6.1.1,f.6.1
d6sl5b_,6sl5,f,f.29.1.1,f.29.1
d1aigp2,1aig,f,f.23.10.1,f.23.10
d6bcja2,6bcj,f,f.14.1.4,f.14.1
d1l9bm_,1l9b,f,f.26.1.1,f.26.1
d3v3yl_,3v3y,f,f.26.1.1,f.26.1
d6jy3k_,6jy3,f,f.23.5.1,f.23.5
d6pgka_,6pgk,f,f.29.1.1,f.29.1
d3c1ja_,3c1j,f,f.44.1.0,f.44.1
d6tk6a_,6tk6,f,f.13.1.0,f.13.1
d3ag1z_,3ag1,f,f.23.7.1,f.23.7
d1occt_,1occ,f,f.23.2.1,f.23.2
d6n25c_,6n25,f,f.67.1.1,f.67.1
d5l8r3_,5l8r,f,f.43.1.0,f.43.1
d5waug_,5wau,f,f.23.2.1,f.23.2
d1ry5l_,1ry5,f,f.26.1.1,f.26.1
d5b1ab1,5b1a,f,f.17.2.1,f.17.2
d4xtoc_,4xto,f,f.13.1.0,f.13.1
d6trcy_,6trc,f,f.23.19.1,f.23.19
d1f6ga_,1f6g,f,f.14.1.1,f.14.1
d3teza1,3tez,f,f.60.1.1,f.60.1
d1be3e2,1be3,f,f.23.12.1,f.23.12
d3fgoa1,3fgo,f,f.33.1.1,f.33.1
d6kacm_,6kac,f,f.23.35.1,f.23.35
d2dysm_,2dys,f,f.23.7.1,f.23.7
d5ws6o_,5ws6,f,f.4.1.4,f.4.1
d2e74a_,2e74,f,f.21.1.2,f.21.1
d1wsxa1,1wsx,f,f.1.4.1,f.1.4
d1be3f_,1be3,f,f.27.1.1,f.27.1
d5z84a_,5z84,f,f.24.1.1,f.24.1
d6c1pc_,6c1p,f,f.14.1.2,f.14.1
d4hw2d1,4hw2,f,f.1.4.1,f.1.4
d1kf6p_,1kf6,f,f.21.2.2,f.21.2
d4in7l_,4in7,f,f.26.1.1,f.26.1
d5x19i_,5x19,f,f.23.3.1,f.23.3
d3zixf1,3zix,f,f.8.1.3,f.8.1
d7ev7j_,7ev7,f,f.23.4.1,f.23.4
d1tzof1,1tzo,f,f.60.1.1,f.60.1
d2eilz_,2eil,f,f.23.7.1,f.23.7
d6pgku_,6pgk,f,f.31.1.1,f.31.1
d2e74f_,2e74,f,f.23.25.1,f.23.25
d1l0lj_,1l0l,f,f.23.14.1,f.23.14
d2feda1,2fed,f,f.20.1.1,f.20.1
d6vwcb_,6vwc,f,f.1.4.1,f.1.4
d1a0tq_,1a0t,f,f.4.3.2,f.4.3
d3b5za2,3b5z,f,f.37.1.1,f.37.1
d3wu2x_,3wu2,f,f.23.40.1,f.23.40
d2hhkm_,2hhk,f,f.26.1.1,f.26.1
d6trcm_,6trc,f,f.23.19.1,f.23.19
d1pxra_,1pxr,f,f.13.1.1,f.13.1
d5zcpd_,5zcp,f,f.23.1.1,f.23.1
d6rhwh_,6rhw,f,f.6.1.0,f.6.1
d6jlfb_,6jlf,f,f.67.1.1,f.67.1
d3abld_,3abl,f,f.23.1.1,f.23.1
d3n42f1,3n42,f,f.10.1.1,f.10.1
d4mswc_,4msw,f,f.14.1.1,f.14.1
d4zbih1,4zbi,f,f.1.4.1,f.1.4
d6ybgb_,6ybg,f,f.1.4.1,f.1.4
d1vrnm_,1vrn,f,f.26.1.1,f.26.1
d5avsb1,5avs,f,f.23.42.1,f.23.42
d5b1bk_,5b1b,f,f.23.5.1,f.23.5
d5xdxg_,5xdx,f,f.23.2.1,f.23.2
d4rkua_,4rku,f,f.29.1.0,f.29.1
d6udxa_,6udx,f,f.1.4.1,f.1.4
d2yvxd3,2yvx,f,f.57.1.1,f.57.1
d5nxrb_,5nxr,f,f.4.3.0,f.4.3
d4xk84_,4xk8,f,f.43.1.0,f.43.1
d1ocrl_,1ocr,f,f.23.6.1,f.23.6
d5tist_,5tis,f,f.23.34.1,f.23.34
d4gcpa_,4gcp,f,f.4.3.1,f.4.3
d6uvdb_,6uvd,f,f.1.4.1,f.1.4
d3g4oa2,3g4o,f,f.8.1.1,f.8.1
d4zbid1,4zbi,f,f.1.4.1,f.1.4
d1wp1a_,1wp1,f,f.5.1.1,f.5.1
d6rexb_,6rex,f,f.13.1.0,f.13.1
d3asoa_,3aso,f,f.24.1.1,f.24.1
d5x19m_,5x19,f,f.23.7.1,f.23.7
d1v54z_,1v54,f,f.23.7.1,f.23.7
d6wj6d_,6wj6,f,f.26.1.1,f.26.1
d5nxra_,5nxr,f,f.4.3.0,f.4.3
d1pfoa1,1pfo,f,f.69.1.1,f.69.1
d7nhox_,7nho,f,f.23.40.1,f.23.40
d1vf5s_,1vf5,f,f.23.25.1,f.23.25
d5b1ap_,5b1a,f,f.25.1.1,f.25.1
d2bccc2,2bcc,f,f.32.1.1,f.32.1
d3anzj1,3anz,f,f.6.1.1,f.6.1
d4jc6l_,4jc6,f,f.19.1.0,f.19.1
d6tk4a_,6tk4,f,f.13.1.0,f.13.1
d4tw1f_,4tw1,f,f.6.1.0,f.6.1
d6f7ha_,6f7h,f,f.19.1.0,f.19.1
d1pnza_,1pnz,f,f.4.3.3,f.4.3
d4tl3b_,4tl3,f,f.13.1.1,f.13.1
d3ag4a_,3ag4,f,f.24.1.1,f.24.1
d6uxeb_,6uxe,f,f.71.1.1,f.71.1
d6zi5l_,6zi5,f,f.26.1.1,f.26.1
d1ldfa_,1ldf,f,f.19.1.1,f.19.1
d6t0bd2,6t0b,f,f.23.11.1,f.23.11
d2xe5c_,2xe5,f,f.4.3.1,f.4.3
d6oqri_,6oqr,f,f.17.1.1,f.17.1
d7nhok_,7nho,f,f.23.36.1,f.23.36
d4p24a_,4p24,f,f.6.1.1,f.6.1
d4hw3h1,4hw3,f,f.1.4.1,f.1.4
d2eimy_,2eim,f,f.23.6.1,f.23.6
d2f1mb_,2f1m,f,f.46.1.0,f.46.1
d3wmom_,3wmo,f,f.26.1.1,f.26.1
d6nbyd_,6nby,f,f.72.1.0,f.72.1
d7c9r0_,7c9r,f,f.3.1.0,f.3.1
d3qjsb1,3qjs,f,f.17.2.0,f.17.2
d1sqxf_,1sqx,f,f.27.1.1,f.27.1
d3l72u_,3l72,f,f.28.1.1,f.28.1
d3hola1,3hol,f,f.4.1.3,f.4.1
d4ow6b2,4ow6,f,f.1.2.1,f.1.2
d2e75a1,2e75,f,f.21.1.2,f.21.1
d5zcqq_,5zcq,f,f.23.1.1,f.23.1
d4brrf_,4brr,f,f.62.1.1,f.62.1
d6jo6b_,6jo6,f,f.29.1.1,f.29.1
d1mdtb3,1mdt,f,f.1.2.1,f.1.2
d6mvvd_,6mvv,f,f.14.1.2,f.14.1
d3l74w_,3l74,f,f.23.14.1,f.23.14
d4oq5f1,4oq5,f,f.1.4.1,f.1.4
d2dysj_,2dys,f,f.23.4.1,f.23.4
d3om3c_,3om3,f,f.24.1.1,f.24.1
d3n41f1,3n41,f,f.10.1.1,f.10.1
d1v55x_,1v55,f,f.23.5.1,f.23.5
d7d1tz_,7d1t,f,f.17.5.1,f.17.5
d7cp5y_,7cp5,f,f.23.6.1,f.23.6
d1fftb2,1fft,f,f.17.2.1,f.17.2
d3dhwe1,3dhw,f,f.58.1.1,f.58.1
d5fdrd_,5fdr,f,f.1.4.1,f.1.4
d2occw_,2occ,f,f.23.4.1,f.23.4
d2uwvl_,2uwv,f,f.26.1.1,f.26.1
d5ws5m1,5ws5,f,f.23.35.1,f.23.35
d2b76d1,2b76,f,f.21.2.2,f.21.2
d2eijq_,2eij,f,f.23.1.1,f.23.1
d5tisz_,5tis,f,f.17.5.1,f.17.5
d1v54w_,1v54,f,f.23.4.1,f.23.4
d6z5rr_,6z5r,f,f.3.1.0,f.3.1
d1i78a_,1i78,f,f.4.4.1,f.4.4
d2b76c1,2b76,f,f.21.2.2,f.21.2
d6jmpa_,6jmp,f,f.69.1.1,f.69.1
d6juwn_,6juw,f,f.24.1.1,f.24.1
d1mprb_,1mpr,f,f.4.3.2,f.4.3
d2a06q2,2a06,f,f.23.11.1,f.23.11
d5z85o1,5z85,f,f.17.2.0,f.17.2
d4knfc1,4knf,f,f.13.1.0,f.13.1
d4npab3,4npa,f,f.68.2.1,f.68.2
d5oy0h_,5oy0,f,f.23.17.1,f.23.17
d6jyda_,6jyd,f,f.13.1.0,f.13.1
d5iy5x_,5iy5,f,f.23.5.1,f.23.5
d1tzoc1,1tzo,f,f.60.1.1,f.60.1
d7cjik_,7cji,f,f.23.36.1,f.23.36
d1af6b_,1af6,f,f.4.3.2,f.4.3
d6trd7_,6trd,f,f.23.17.1,f.23.17
d3b5ya2,3b5y,f,f.37.1.1,f.37.1
d6ivna_,6ivn,f,f.67.1.1,f.67.1
d6zidm_,6zid,f,f.26.1.1,f.26.1
d4manb_,4man,f,f.1.4.1,f.1.4
d5xdqy_,5xdq,f,f.23.6.1,f.23.6
d1nenc_,1nen,f,f.21.2.2,f.21.2
d6trd8_,6trd,f,f.23.18.1,f.23.18
d2zxwv_,2zxw,f,f.23.3.1,f.23.3
d1a0sq_,1a0s,f,f.4.3.2,f.4.3
d3h1hj_,3h1h,f,f.23.14.1,f.23.14
d4a1wd1,4a1w,f,f.1.4.1,f.1.4
d1nekd_,1nek,f,f.21.2.2,f.21.2
d5kaim1,5kai,f,f.23.35.1,f.23.35
d3qjqc_,3qjq,f,f.23.9.1,f.23.9
d7nhpi_,7nhp,f,f.23.37.1,f.23.37
d6pe4l1,6pe4,f,f.17.1.1,f.17.1
d6n24d_,6n24,f,f.67.1.1,f.67.1
d7dxab_,7dxa,f,f.55.1.1,f.55.1
d2xutb_,2xut,f,f.38.1.3,f.38.1
d5xnlh_,5xnl,f,f.23.33.1,f.23.33
d1lsha2,1lsh,f,f.7.1.1,f.7.1
d6myud_,6myu,f,f.21.2.2,f.21.2
d6uvha1,6uvh,f,f.1.4.1,f.1.4
d1ezvc2,1ezv,f,f.32.1.1,f.32.1
d6rhwg_,6rhw,f,f.6.1.0,f.6.1
d2eimb2,2eim,f,f.17.2.1,f.17.2
d3kj2a_,3kj2,f,f.1.4.1,f.1.4
d7dxhh_,7dxh,f,f.23.33.1,f.23.33
d3ag3b1,3ag3,f,f.17.2.1,f.17.2
d1gfoa_,1gfo,f,f.4.3.1,f.4.3
d5v2cm_,5v2c,f,f.23.35.1,f.23.35
d1q90l_,1q90,f,f.23.24.1,f.23.24
d6z5r6_,6z5r,f,f.3.1.0,f.3.1
d2oaub3,2oau,f,f.34.1.1,f.34.1
d5xdqp_,5xdq,f,f.25.1.1,f.25.1
d6pe4j2,6pe4,f,f.17.1.0,f.17.1
d2x55a1,2x55,f,f.4.4.0,f.4.4
d6g7ia_,6g7i,f,f.13.1.1,f.13.1
d3m3rc_,3m3r,f,f.6.1.1,f.6.1
d3f4ja1,3f4j,f,f.54.1.1,f.54.1
d1q90a3,1q90,f,f.23.23.1,f.23.23
d1v54b2,1v54,f,f.17.2.1,f.17.2
d6vwkn_,6vwk,f,f.17.1.1,f.17.1
d7cjit_,7cji,f,f.23.34.1,f.23.34
d5z84q_,5z84,f,f.23.1.1,f.23.1
d7lhbb_,7lhb,f,f.1.4.1,f.1.4
d3ziwb1,3ziw,f,f.8.1.3,f.8.1
d3pcva_,3pcv,f,f.56.1.1,f.56.1
d3wmoq_,3wmo,f,f.3.1.0,f.3.1
d3rvza_,3rvz,f,f.14.1.2,f.14.1
d2ibzh_,2ibz,f,f.28.1.1,f.28.1
d3wg7l_,3wg7,f,f.23.6.1,f.23.6
d1ntme2,1ntm,f,f.23.12.1,f.23.12
d6trca_,6trc,f,f.29.1.1,f.29.1
d4yhdg_,4yhd,f,f.6.1.1,f.6.1
d2uwwm_,2uww,f,f.26.1.1,f.26.1
d2gmrh1,2gmr,f,f.23.10.1,f.23.10
d2fkwc_,2fkw,f,f.3.1.1,f.3.1
d3wu2k_,3wu2,f,f.23.36.1,f.23.36
d6trcz_,6trc,f,f.23.20.1,f.23.20
d7dxal_,7dxa,f,f.23.31.1,f.23.31
d6zklg_,6zkl,f,f.71.1.1,f.71.1
d1occx_,1occ,f,f.23.5.1,f.23.5
d1t5ei_,1t5e,f,f.46.1.1,f.46.1
d3asod_,3aso,f,f.23.1.1,f.23.1
d1v55q_,1v55,f,f.23.1.1,f.23.1
d3g4nb2,3g4n,f,f.8.1.1,f.8.1
d5hd8b_,5hd8,f,f.20.1.1,f.20.1
d1dv6h2,1dv6,f,f.23.10.1,f.23.10
d6ne5c_,6ne5,f,f.1.4.1,f.1.4
d3qrca_,3qrc,f,f.4.1.0,f.4.1
d5klvh_,5klv,f,f.28.1.1,f.28.1
d7nhqc_,7nhq,f,f.55.1.1,f.55.1
d2occb2,2occ,f,f.17.2.1,f.17.2
d7dz87_,7dz8,f,f.43.1.0,f.43.1
d5okdg_,5okd,f,f.23.13.1,f.23.13
d6ud2a_,6ud2,f,f.1.4.1,f.1.4
d2qpea_,2qpe,f,f.24.1.1,f.24.1
d4ytpd_,4ytp,f,f.21.2.2,f.21.2
d5b1bn_,5b1b,f,f.24.1.1,f.24.1
d7d5xk_,7d5x,f,f.23.5.1,f.23.5
d6jlne_,6jln,f,f.23.38.1,f.23.38
d2zt9a_,2zt9,f,f.21.1.2,f.21.1
d6z1jl_,6z1j,f,f.26.1.1,f.26.1
d6zxs4_,6zxs,f,f.43.1.0,f.43.1
d5xdxk_,5xdx,f,f.23.5.1,f.23.5
d6uvgi_,6uvg,f,f.1.4.1,f.1.4
d2ih1c_,2ih1,f,f.14.1.1,f.14.1
d6vbgb_,6vbg,f,f.38.1.2,f.38.1
d3l72j_,3l72,f,f.23.14.1,f.23.14
d7dkz1_,7dkz,f,f.43.1.0,f.43.1
d1q5jb_,1q5j,f,f.13.1.1,f.13.1
d2einq_,2ein,f,f.23.1.1,f.23.1
d4hyxb_,4hyx,f,f.13.1.1,f.13.1
